SKU,UPC,Margin Profit,"IMPORT
Price",DSP,Cost,RSP,"Set
Margin","Fresco
Earning","Fresco
Margin","Purchase
Price","Suggested
Retail Price","Retail
Margin"
DUX-PC-XPS-S23Ultra-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S/A16-BLK,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A16-BLU,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A16-PRP,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A36(5G)-BLK,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A36(5G)-BLU,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A36(5G)-PRP,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A15(4G/5G)-BLK,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A15(4G/5G)-BLU,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A15(4G/5G)-PRP,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A35(5G)-BLK,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A35(5G)-BLU,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS-S/A35(5G)-PRP,,71%,19.0,29.6,13.2,46.0,50%,7,33%,20,55,64%
DUX-PC-XPS(RING)-S25-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Plus-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Plus-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Plus-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Ultra-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Ultra-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S25Ultra-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-S24-BLK,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24-BLU,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24-PRP,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Plus-BLK,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Plus-BLU,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Plus-PRP,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Ultra-BLK,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Ultra-BLU,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-S24Ultra-PRP,,58%,30.0,35.6,20.4,48.0,50%,10,33%,31,58,47%
DUX-PC-XPS(RING)-i16-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Plus-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Plus-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Plus-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Pro-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Pro-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16Pro-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16ProMax-BLK,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16ProMax-BLU,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-XPS(RING)-i16ProMax-PRP,,53%,33.0,36.5,22.4,48.0,50%,11,33%,34,58,42%
DUX-PC-LAWA-iP16E-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP16E-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP16E-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16-LIG/BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Plus-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Plus-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Plus-LIG/BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Pro-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Pro-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16Pro-LIG/BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16ProMax-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16ProMax-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-i16ProMax-LIG/BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15Pro-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15Pro-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15Pro-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15ProMax-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15ProMax-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-iP15ProMax-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Ultra-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Ultra-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Ultra-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Edge-BLK,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Edge-GRY,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-LAWA-S25Edge-BLU,,55%,50.0,56.3,33.6,75.0,60%,20,38%,54,90,40%
DUX-PC-HIVO-iP16E-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-iP16E-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-iP16E-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16ProMax-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16ProMax-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16Pro-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16Pro-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16Plus-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16Plus-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15ProMax-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15ProMax-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15Pro-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15Pro-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i15-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16Pro-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i16-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14ProMax-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14Pro-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14Pro-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14Plus-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i14Plus-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i13Pro-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i13Pro-BLU,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i13Mini-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i12Mini-BLU,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i12Mini-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i11Pro-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-i11Pro-BLU,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Edge-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Edge-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Edge-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Plus-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Plus-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Plus-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Ultra-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Ultra-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S25Ultra-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Ultra-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S23Plus-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S23Plus-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Ultra-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Ultra-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Plus-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Plus-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24Plus-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S24-BRW,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S22Plus-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S22-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S21FE-RED,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S21FE-BLU,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-HIVO-S21FE-BLK,,58%,37.0,44.3,25.0,60.0,50%,13,33%,38,72,48%
DUX-PC-YIND-iP16E-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16E-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16E-GRN,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16E-ROS/PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16-ROS/PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16-GRN,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Plus-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Plus-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Plus-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Plus-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Plus-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-ROS/PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16Pro-GRN,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-ROS/PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP16ProMax-GRN,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15-PINK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15Pro-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15Pro-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15Pro-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15Pro-PINK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15Pro-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15ProMax-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15ProMax-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15ProMax-BLU,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15ProMax-PINK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-iP15ProMax-PRP,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25-CYA,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Plus-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Plus-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Plus-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Plus-CYA,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Ultra-BLK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Ultra-GRY,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Ultra-PNK,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S25Ultra-CYA,,63%,13.0,17.1,9.2,25.0,60%,6,38%,15,30,51%
DUX-PC-YIND-S/A16-BLK,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A16-GRY,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A16-GRN,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A16-PNK,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A36(5G)-BLK,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A36(5G)-GRY,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A36(5G)-GRN,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND-S/A36(5G)-PNK,,71%,10.0,16.1,7.2,25.0,60%,4,38%,12,30,61%
DUX-PC-YIND(RING)-iP16-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-iP16-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-iP16Pro-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-iP16Pro-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-iP16ProMax-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-iP16ProMax-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25Plus-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25Plus-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25Ultra-BLK,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-YIND(RING)-S25Ultra-GRY,,63%,26.0,32.9,17.8,48.0,60%,11,38%,28,58,51%
DUX-PC-G2RAFI-iP16E-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-iP16E-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-iP16E-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16ProMax-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16ProMax-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Pro-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Pro-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Plus-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15ProMax-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15ProMax-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15Pro-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15Pro-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i14ProMax-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i14Pro-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13ProMax-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13Pro-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15Plus-BLK,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i15Plus-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Plus-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Plus-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16Pro-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i16ProMax-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13Pro-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13Pro-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13ProMax-BLU,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
DUX-PC-G2RAFI-i13ProMax-PRP,,56%,29.0,32.4,19.7,45.0,60%,12,38%,32,54,42%
